id,topic,quote,author,page,source_title,source_file
1478,SIMPLICITY,"Craftiness is the accumulation of artifices, intrigues, deceits, and appearances to mislead the minds of those with whom we converse. This is quite the reverse of simplicity, which requires that the outside should correspond with what is inside.",Francis de Sales,361,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1479,SIMPLICITY,"God in His nature is most simple and cannot admit of any duplicity. If we then would be conformed to Him, we should try to become by virtue what He is by nature. We should be simple in our affections, intentions, actions, and words; we should do what we find to do without artifice or guile, being on the outside what we are on the inside.",Vincent de Paul,361,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1480,SIMPLICITY,I detest dissimulation. What I have in my heart I have also on my tongue.,Paul of the Cross,361,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1481,"SIN, SINS","What leper, when he has been healed, turns again and desires to have his leprosy back? You have put off your transgressions in baptism—forsake them!",Ephraem the Syrian,362,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1482,"SIN, SINS",The end of sin is death.,Basil the Great,362,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1483,"SIN, SINS",Committing sin estranges us from God and puts us in league with the Devil.,Basil the Great,362,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1484,"SIN, SINS",The condemnation of those who know and yet do not apply their knowledge is the more severe; but even sin committed in ignorance is not without risk.,Basil the Great,362,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1485,"SIN, SINS","Whoever is drawn into sin against his will should understand that, because he allowed himself to be mastered by another sin committed previously, he is now, as a consequence of this first sin, led into another against his will.",Basil the Great,362,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1486,"SIN, SINS",Often God gives a man over to evil works as punishment for his past deeds of wickedness.,Basil the Great,362,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1487,"SIN, SINS",Sins that are easiest to amend bring the greatest punishment.,John Chrysostom,362,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1488,"SIN, SINS",Prosperous sinners fare worst of all in the end.,John Chrysostom,362,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1489,"SIN, SINS","There is only one thing to be feared … only one trial, and that is sin. … All the rest is beside the point, whether you talk of plots, feuds, betrayals, slanders, abuses, accusations, confiscations of property, exile, sharpened swords, open sea, or universal war. Whatever they may be, they are all fugitive and they will perish. They touch the mortal body, but wreak no harm on the watchful soul.",John Chrysostom,362,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1490,"SIN, SINS",The sinner is not cast out; he casts himself out.,Ambrose of Milan,363,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1491,"SIN, SINS","We avoid the eyes of men to commit sin, yet we do it in God’s presence.",Ambrose of Milan,363,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1492,"SIN, SINS","Sin for man is a disorder and perversion: that is, a turning away from the most worthy Creator and a turning toward the inferior things that He has created.",Augustine of Hippo,363,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1493,"SIN, SINS","Sins, however great and detestable they may be, are looked upon as trivial, or not as sins at all, when men get accustomed to them; and so far does this go, that such sins are not only not concealed, but are boasted of, and published far and wide. … In our own times, many forms of sin … are now so openly and habitually practiced that we dare not excommunicate a layman, we dare not even defrock a clergyman, for the commission of them.",Augustine of Hippo,363,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1494,"SIN, SINS",Every sin is more harmful to the sinner than to the one sinned against.,Augustine of Hippo,363,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1495,"SIN, SINS",All sin is a kind of lying.,Augustine of Hippo,363,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1496,"SIN, SINS",We may not sin in order to prevent someone else from sinning.,Augustine of Hippo,363,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1497,"SIN, SINS",A sin that is not quickly blotted out by repentance is both a sin and a cause of sin.,Pope Gregory the Great,363,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1498,"SIN, SINS",Sin becomes much more scandalous when the sinner is honored for his position.,Pope Gregory the Great,363,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1499,"SIN, SINS","The goodness of God knows how to use our disordered wishes and actions, often lovingly turning them to our advantage while always preserving the beauty of His order.",Bernard of Clairvaux,364,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1500,"SIN, SINS",To sin is nothing else than not to render God His due.,Anselm of Canterbury,364,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1501,"SIN, SINS",The life of sin is a fall from coherence into chaos; the life of virtue a climb from the many to the One.,Thomas Aquinas,364,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1502,"SIN, SINS","The body of a sinner is a tomb, covering a soul dead by sin.",Thomas Aquinas,364,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1503,"SIN, SINS","There are two sides to every sin: the turning of the will toward fleeting satisfaction and the turning away from everlasting value. As regards the first, the principle of all sins can be called lust—lust in its most general sense, namely, the unbridled desire for one’s own pleasure. As regards the second, the principle is pride—pride in its general sense, the lack of submission to God.",Thomas Aquinas,364,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1504,"SIN, SINS","To sin is human, but to persist in sin is devilish.",Catherine of Siena,364,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1505,"SIN, SINS",The Devil’s primary enterprise and proudest triumph consists in the bringing of a man to abuse that thing which is best in his own nature.,Thomas More,364,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1506,"SIN, SINS",Among all the circumstances surrounding an evil deed it is hard to find one more hateful to God than the perversion of the real nature of good things to make them into instruments of our malice.,Thomas More,364,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1507,"SIN, SINS","Just as water extinguishes fire, so love wipes away sin.",John of God,364,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1508,"SIN, SINS","Sin is a cruel murder, a frightful act of God-murder, a ghastly annihilation of all things. It is murder because it is the only cause of death, both of the body and of the soul of man. It is God-murder because sin and the sinner caused Christ to die on the cross, and the sinner continues this crucifixion of Jesus, day by day, within himself.",John Eudes,365,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1509,"SIN, SINS","We have only one evil to fear, and that is sin.",Alphonsus Liguori,365,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1510,"SIN, SINS","One must deal with some sinners as with snails: Put them first in cool water until they come out, and then cook them little by little before they realize what’s happening to them.",Anthony Mary Claret,365,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1511,"SIN, SINS",Enjoy yourself as much as you like—if only you keep from sin.,John Bosco,365,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1512,"SIN, SINS","Don’t imitate those who deceive themselves by saying, “I will sin and then go to confession.” How do you know that you will have time to make your confession? Isn’t it madness to wound yourself, in the hope that a doctor will be found to heal the wound?",John Bosco,365,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1513,"SIN, SINS","Guard your eyes, since they are the windows through which sin enters the soul.",John Bosco,365,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1514,"SIN, SINS","Death, but not sin!",Dominic Savio,365,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1515,"SIN, MORTAL","We should all realize that no matter where or how a man dies, if he is in the state of mortal sin and does not repent, when he could have done so and did not, the Devil tears his soul from his body with such anguish and distress that only a person who has experienced it can appreciate it.",Francis of Assisi,366,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1516,"SIN, MORTAL","To her son, King St. Louis IX: Rather would I see you dead at my feet than stained with a mortal sin.",Queen Blanche of France,366,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1517,"SIN, MORTAL",You should permit yourself to be tormented by every kind of martyrdom before you would allow yourself to commit a mortal sin.,King Louis IX of France,366,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1518,"SIN, MORTAL","Even if you are committing mortal sins, keep on praying, and I guarantee that you will reach the harbor of salvation.",Teresa of Avila,366,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1519,"SINGING, SONG",To sing is to pray twice.,Augustine of Hippo,367,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1520,"SINGING, SONG",To sing is the work of a lover.,Augustine of Hippo,367,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1521,"SINGING, SONG",Song is the leap of mind in the eternal breaking out into sound.,Thomas Aquinas,367,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1522,"SINGING, SONG","The soul of one who serves God always swims in joy, always keeps holiday, and is always in the mood for singing.",John of the Cross,367,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1523,SINNERS,We should not bear with sinners in silence.,Basil the Great,368,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1524,SINNERS,"We should tolerate association with sinners only for the purpose of recalling them to repentance, by every means short of committing sin ourselves. But when every form of solicitude has been applied in their regard, we should avoid those who persist in their evil ways.",Basil the Great,368,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1525,SINNERS,"With love of the sinner, hatred of the sin.",Augustine of Hippo,368,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1526,"SLAVES, SLAVERY","SISTERS—See Religious Life; Virgins, Consecrated The peculiar characteristic of slavery is to be always in fear.",Ambrose of Milan,369,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1527,"SLAVES, SLAVERY","He who is kind is free, even if he is a slave; he who is evil is a slave, even if he is a king.",Augustine of Hippo,369,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1528,"SOLDIER, THE CHRISTIAN AS","Train hard together: wrestle together, run together, suffer together, rest together, rise together, as stewards in God’s house, members of His household, and His servants. Win the approval of the One in whose ranks you serve and from whom you draw your pay. Let none of you turn deserter. Let your baptism be your arms; your faith, your helmet; your love, your spear; your endurance, your armor. Let your good works be your deposits from your soldier’s wages, so that you may receive back all that you have been careful to save.",Ignatius of Antioch,370,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1529,"SOLDIER, THE CHRISTIAN AS",Refusing further service as a Roman soldier: I am a soldier of Christ: combat is not permitted to me.,Martin of Tours,370,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1530,"SOLDIER, THE CHRISTIAN AS","In Confirmation … we are enrolled by bishops, who are like the leaders in Christ’s army; the imposition of hands reminds us that virtue and strength come from Christ.",Thomas Aquinas,370,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1531,"SOLDIER, THE CHRISTIAN AS","What, then, does God watch with pleasure and delight? The man who is fighting for Him against riches, against the world, against hell, against himself.",Louis de Montfort,370,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1532,SOLITUDE,Believe one who has tried: You shall find a fuller satisfaction in the woods than in books. The trees and the rocks will teach you what you cannot hear from the masters.,Bernard of Clairvaux,371,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1533,SOLITUDE,It is good when a soul loves solitude; it’s a sign that it takes delight in God and enjoys speaking with Him.,Jane Frances de Chantal,371,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1534,SOLITUDE,"Aim at a great interior nakedness, poverty of spirit: keep yourself in true interior solitude, in the depth of essence of the soul, which is the same as saying: remain in the temple of your soul.",Paul of the Cross,371,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1535,SOLITUDE,"You have to cast yourself into the abyss of that divine solitude. Love and be silent, be silent and love! What silence, what sacred silence, what deep and holy love!",Paul of the Cross,371,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1536,SORROW,Sorrow is given us on purpose to cure us of sin.,John Chrysostom,372,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1537,SORROW,"O Lord, You who use sorrow to teach, and wound us to heal, and kill us lest we die to You!",Augustine of Hippo,372,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1538,SORROW,"Sorrow can be alleviated by good sleep, a bath, and a glass of wine.",Thomas Aquinas,372,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1539,SORROW,"All the joys of this life are accompanied by sorrows: if they were not, we would grow too much absorbed in them.",Teresa of Avila,372,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1540,SORROW,"No picture can be drawn with only the brightest colors, nor harmony created only from treble notes. … Our whole life is tempered between sweet and sour, and we must look for a mixture of both.",Robert Southwell,372,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1541,THE SOUL,"Know that this soul of yours is free, self-determining, the fairest work of God, made according to the image of its Creator, immortal because of God who makes it immortal, a living being, rational, imperishable, because of Him who has conferred these gifts; having power to do as it will.",Cyril of Jerusalem,373,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1542,THE SOUL,"He has not only delivered us from sins, but has made us lovable. Just as if someone were to take a leper consumed by illness and disease, and by age and poverty and hunger, and were to turn him suddenly into a handsome youth surpassing all men by his beauty, shedding a bright sunbeam from his cheeks, yes, shaming the dazzling beams of the sun with the sparkle of his eyes; and then were to set him down in the flower of his age, and on top of that, array him in purple and a diadem and all the royal regalia: That is how God has decked out our soul, how beautiful and desirable and lovable He has made it.",John Chrysostom,373,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1543,THE SOUL,"Each soul is in itself a world of God, and each one voyages within His own heart; nor is he shipwrecked, if he dwells on the things that are worthy.",Augustine of Hippo,373,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1544,THE SOUL,"The soul is the inner face of man, by which we are known, that we may be regarded with love by our Maker.",Pope Gregory the Great,373,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1545,THE SOUL,"Every holy soul is itself a heaven in a sense—a heaven with understanding for its sun, faith for its moon, and virtues for its stars, a heaven where God dwells, according to His faithful promise.",Bernard of Clairvaux,373,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1546,THE SOUL,"Understanding and love—that is, the knowledge of and delight in the truth —are, as it were, the two arms of the soul, with which it embraces and comprehends with all saints the length and breadth, the height and depth, that is, the eternity, the love, the goodness, and the wisdom of God.",Bernard of Clairvaux,373,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1547,THE SOUL,"We know we have souls. But we seldom consider the precious things that can be found in this soul, or who dwells within it, or its high value. Consequently, little effort is made to preserve its beauty. All our attention is taken up with the plainness of the diamond’s setting … that is, with these bodies of ours.",Teresa of Avila,374,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1548,THE SOUL,"I knew well that I had a soul; but I did not understand the dignity of this soul, nor did I know who lodged within it, because my eyes were blinded by the vanities of this life, so that I was prevented from seeing Him. I think that, had I known then as I do now, that in this little palace of my soul so great a King is lodged, I would not have left Him alone so often, but at least sometimes I would have stayed with Him and been more careful to prepare a clean lodging for Him.",Teresa of Avila,374,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1549,THE SOUL,"God dwells in a secret and hidden way in all souls, in their very substance, for if He did not, they could not exist at all.",John of the Cross,374,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1550,THE SOUL,All the world together is not worth one soul.,Francis de Sales,374,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1551,SPEECH,"When you love unseemly conversation, you prepare a feast for demons.",Ephraem the Syrian,375,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1552,SPEECH,Let your speech be brief and savory.,Ephraem the Syrian,375,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1553,SPEECH,"If you mock your fellow, you are the mouth of the devil. … A spacious dwelling for Satan is the man that mocks his neighbor; a palace of the enemy is the heart of the mocker.",Ephraem the Syrian,375,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1554,SPEECH,"For a Christian, a promise is a debt.",Cyril of Jerusalem,375,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1555,SPEECH,"When you speak evil, even if it is true, that is still a crime.",John Chrysostom,375,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1556,SPEECH,Happy the man whose words issue from the Holy Spirit and not from himself.,Anthony of Padua,375,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1557,SPEECH,"No idle word should be uttered. I understand a word to be idle when it serves no good purpose, either for myself or for another, and was not intended to do so.",Ignatius Loyola,375,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1558,SPEECH,"In all talking and conversation let something always be said of spiritual things, and so shall all idle words and evil speaking be avoided.",Teresa of Avila,375,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1559,SPEECH,Never utter in your neighbor’s absence what you wouldn’t say in his presence. Mary Magdalene dei Pazzi Avoid those who in your presence aren’t ashamed to make use of scandalous words and double entendres.,John Bosco,375,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1560,SPIRITUAL DIRECTORS,"Receive counsel in everything you do, and you won’t be sorry when you’ve done it.",Benedict of Nursia,376,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1561,SPIRITUAL DIRECTORS,"He who wants to stand alone without the support of a master and guide will be like the tree that stands alone in a field without a caretaker. No matter how much the tree bears, passers-by will pick the fruit before it ripens.",John of the Cross,376,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1562,SPIRITUAL DIRECTORS,The virtuous soul that is alone and without a master is like a lone burning coal; it will grow colder rather than hotter.,John of the Cross,376,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1563,SPIRITUAL DIRECTORS,"When the enemy of our human nature tempts a righteous soul with his deceits and seductions, he earnestly desires that they be received in secret and kept secret. But if we manifest them to a confessor, or to some other spiritual person who understands his wiles and malicious intentions, the evil one is quite vexed. He knows that he cannot succeed in his evil endeavor, once his evident tricks have been revealed.",Ignatius Loyola,376,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1564,SPIRITUAL DIRECTORS,Would you walk in earnest toward devotion? Seek some good man who will guide you; this is the greatest of all words of advice.,Francis de Sales,376,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1565,EXERCISES,"There are so many souls that would attain sanctity if only they were well directed. Thérèse of Lisieux Discipline, the safeguard of hope, the bond of faith, the guide of the way of salvation, the stimulus and nourishment of good dispositions, the teacher of virtue, causes us to abide always in Christ, and to live continually for God, and to attain to the heavenly promises and to the divine rewards. To follow her is wholesome, and to turn away from her and neglect her is deadly.",Cyprian of Carthage,376,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1566,EXERCISES,"Solitude, vigils in the night, manual labor, nakedness, reading, and the other disciplines—we know that their purpose is to free the heart from injury by bodily passions and to keep it free; they are to be the rungs of a ladder up which it may climb to perfect love. If by accident some right and needful occupation prevents us from keeping these acts of discipline, we should not be guilty of gloom or annoyance—for the aim of these acts is to drive away such faults. … None of these practices are of any profit at all if the purpose for which they are undertaken is lost.",Moses the Black,377,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1567,EXERCISES,"Just as taking a walk, journeying on foot, and running are bodily exercises, so we call “spiritual exercises” every way of preparing and disposing the soul to rid itself of all inordinate attachments, and, after their removal, of seeking and finding the will of God in the disposition of our life for the salvation of our soul.",Ignatius Loyola,377,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1568,SPIRITUAL GIFTS,"A man might seem to confess the Lord and hear His words, yet if he does not obey the Lord’s commands, he is condemned—even if, by some divine concession, he is vouchsafed an endowment of spiritual gifts.",Basil the Great,378,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1569,SPIRITUAL GROWTH,Let us imitate what we shall one day be.,Cyprian of Carthage,379,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1570,SPIRITUAL GROWTH,"Even as a man just recovered from an illness walks on his journey only as far as is absolutely necessary, and then with pain and difficulty, so the repentant sinner treads in God’s ways heavily and slowly until, having attained the grace of devotion, he resembles the healthy and light-hearted traveler, who not only proceeds on his way, but runs and leaps with joy in the way of God’s commandments, hastening into the paths of His heavenly counsels and aspirations.",Francis de Sales,379,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1571,SUFFERING,"Life Himself came down to be slain; Bread came down to suffer hunger; the Way came down to endure weariness on His journey; the Fountain came down to experience thirst. Do you, then, refuse to work and to suffer?",Augustine of Hippo,380,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1572,SUFFERING,"God said: Why do you never stop asking to taste of My delights, yet you refuse the tribulations?",Margaret of Cortona,380,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1573,SUFFERING,Suffering is a short pain and a long joy.,Henry Suso,380,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1574,SUFFERING,"If God causes you to suffer much, it’s a sign that He has great designs for you, and that He certainly intends to make you a saint.",Ignatius Loyola,380,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1575,SUFFERING,Suffering out of love for God is better than working miracles.,John of the Cross,380,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1576,SUFFERING,The purest suffering bears and carries in its train the purest understanding.,John of the Cross,380,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1577,SUFFERING,"One must not think that a person who is suffering is not praying. He is offering up his sufferings to God, and many a time he is praying much more truly than one who goes away by himself and meditates his head off, and, if he has squeezed out a few tears, thinks that is prayer.",Teresa of Avila,380,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1578,SUFFERING,"Blessed be He, who came into the world for no other purpose than to suffer.",Teresa of Avila,380,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1579,SUFFERING,Suffering is a great favor. Remember that everything soon comes to an end … and take courage. Think of how our gain is eternal.,Teresa of Avila,380,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1580,SUFFERING,The greatness of our God must be tested by the desire we have of suffering for His sake.,Philip Neri,381,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1581,SUFFERING,"Surely nothing is too much for Him when there is a question of sanctifying a soul. He hands over the body and soul to weakness in order to purify them in contempt of earthly things and in the love of His Majesty. He wounds and He heals them; He crucifies them on His cross in order to glorify them in His glory; in short, He gives them death in order to have them live in eternity. Let us accept these appearances of evil in order to have the real goods they produce, and we will be happy both in this life and in the next.",Vincent de Paul,381,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1582,SUFFERING,"Suffer and offer up those trifling injuries, those petty inconveniences, that daily befell you—this toothache, this headache, this cold, this contempt or scorn.",Francis de Sales,381,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1583,SUFFERING,"Suffering borne in the will quietly and patiently is a continual, very powerful prayer before God.",Jane Frances de Chantal,381,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1584,SUFFERING,"The more we suffer, the more we are favored by God.",Jane Frances de Chantal,381,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1585,SUFFERING,"Without misfortune, you might not have been wholly bad, but perhaps you might not have been entirely good, either.",Claude de la Colombiere,381,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1586,SUFFERING,"When it is all over, you will not regret having suffered; rather you will regret having suffered so little, and suffered that little so badly.",Sebastian Valfre,381,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1587,SUFFERING,"Do as the merchant does with his merchandise: Make a profit on every item. Don’t allow the loss of the tiniest fragment of the true cross. It may be only the sting of a horsefly or the prick of a pin that annoys you; it may be a neighbor’s little eccentricities, some unintended slight, the insignificant loss of a penny, some small restlessness of soul, a light pain in your limbs. Make a profit on every item as the grocer does, and you’ll soon be wealthy in God.",Louis de Montfort,381,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
